time,symbol,type,entry,volume,price,profit,commission,swap,magic,comment,position_id,order
1753473413,BTCUSD,1,0,0.15,116116.43,0.0,0.0,0.0,0,,341634392,341634392
1753473413,BTCUSD,1,0,0.15,116116.43,0.0,0.0,0.0,0,,341634394,341634394
1753479797,BTCUSD,0,1,0.15,116497.29,-211.53,0.0,0.0,0,[sl 116497.29],341491483,341702151
1753479797,BTCUSD,0,1,0.15,116497.29,-211.53,0.0,0.0,0,[sl 116497.29],341491485,341702152
1753479797,BTCUSD,0,1,0.15,116497.29,-228.58,0.0,0.0,0,[sl 116497.29],341499037,341702153
1753479797,BTCUSD,0,1,0.15,116497.29,-228.58,0.0,0.0,0,[sl 116497.29],341499042,341702154
1753479797,BTCUSD,0,1,0.15,116497.29,-208.4,0.0,0.0,0,[sl 116497.29],341509918,341702155
1753479797,BTCUSD,0,1,0.15,116497.29,-208.28,0.0,0.0,0,[sl 116497.29],341509923,341702156
1753479797,BTCUSD,0,1,0.15,116497.29,-180.49,0.0,0.0,0,[sl 116497.29],341517348,341702157
1753479797,BTCUSD,0,1,0.15,116497.29,-180.49,0.0,0.0,0,[sl 116497.29],341517351,341702158
1753479797,BTCUSD,0,1,0.15,116497.29,-173.81,0.0,0.0,0,[sl 116497.29],341533857,341702159
1753479797,BTCUSD,0,1,0.15,116497.29,-173.81,0.0,0.0,0,[sl 116497.29],341533860,341702160
1753479797,BTCUSD,0,1,0.15,116497.29,-172.85,0.0,0.0,0,[sl 116497.29],341533870,341702161
1753479797,BTCUSD,0,1,0.15,116497.29,-173.09,0.0,0.0,0,[sl 116497.29],341533874,341702162
1753479797,BTCUSD,0,1,0.15,116497.29,-143.17,0.0,0.0,0,[sl 116497.29],341540636,341702163
1753479797,BTCUSD,0,1,0.15,116497.29,-143.31,0.0,0.0,0,[sl 116497.29],341540637,341702164
1753479797,BTCUSD,0,1,0.15,116497.29,-147.22,0.0,0.0,0,[sl 116497.29],341547310,341702165
1753479797,BTCUSD,0,1,0.15,116497.29,-147.22,0.0,0.0,0,[sl 116497.29],341547315,341702166
1753481731,BTCUSD,0,1,0.15,116705.64,-88.39,0.0,0.0,0,[sl 116705.64],341634392,341715906
1753481731,BTCUSD,0,1,0.15,116705.64,-88.39,0.0,0.0,0,[sl 116705.64],341634394,341715907
1753483294,BTCUSD,0,1,0.16,116982.48,-103.39,0.0,0.0,0,[sl 116982.48],341197328,341728681
1753483294,BTCUSD,0,1,0.16,116982.48,-85.72,0.0,0.0,0,[sl 116982.48],341202206,341728683
1753483310,BTCUSD,0,1,0.16,117004.66,-99.07,0.0,0.0,0,[sl 117004.66],341191865,341728808
1754240504,BTCUSD,0,0,0.01,114025.71,0.0,0.0,0.0,234000,AI-trade,349999853,349999853
1754771055,BTCUSD,0,0,39.64,116758.43,0.0,0.0,0.0,234000,AI-trade,356785149,356785149
1754771089,BTCUSD,1,1,39.64,116709.11,-1955.05,0.0,0.0,234000,[sl 116709.11],356785149,356785307
1754777463,BTCUSD,0,0,31.48,116704.1,0.0,0.0,0.0,234000,AI-trade,356827475,356827475
1754777469,BTCUSD,1,1,31.48,116689.37,-463.7,0.0,0.0,234000,[tp 116689.37],356827475,356827490
1754783234,BTCUSD,0,0,21.19,116856.72,0.0,0.0,0.0,234000,AI-trade,356863676,356863676
1754783629,BTCUSD,1,1,21.19,116760.86,-2031.28,0.0,0.0,234000,[sl 116760.86],356863676,356868838
1754783719,BTCUSD,0,0,20.62,116750.45,0.0,0.0,0.0,234000,AI-trade,356870315,356870315
1754784039,BTCUSD,1,1,20.62,116720.28,-622.11,0.0,0.0,234000,[sl 116720.28],356870315,356874239
1754791216,BTCUSD,0,0,4.05,116571.59,0.0,0.0,0.0,234000,AI-trade,356928203,356928203
1754791271,BTCUSD,0,0,4.0,116526.88,0.0,0.0,0.0,234000,AI-trade,356928657,356928657
1754791518,BTCUSD,0,0,3.9699999999999998,116598.05,0.0,0.0,0.0,234000,AI-trade,356929550,356929550
1754792116,BTCUSD,0,0,3.9699999999999998,116520.44,0.0,0.0,0.0,234000,AI-trade,356931127,356931127
1754794034,BTCUSD,0,0,3.91,116490.44,0.0,0.0,0.0,234000,AI-trade,356936962,356936962
1754794091,BTCUSD,0,0,3.91,116490.41,0.0,0.0,0.0,234000,AI-trade,356937279,356937279
1754794396,BTCUSD,0,0,3.91,116500.42,0.0,0.0,0.0,234000,AI-trade,356938172,356938172
1754795659,BTCUSD,0,0,4.31,116574.63,0.0,0.0,0.0,234000,AI-trade,356942054,356942054
1754795724,BTCUSD,0,0,4.31,116586.08,0.0,0.0,0.0,234000,AI-trade,356942522,356942522
1754795775,BTCUSD,0,0,4.29,116585.41,0.0,0.0,0.0,234000,AI-trade,356942594,356942594
1754796064,BTCUSD,0,0,4.27,116609.81,0.0,0.0,0.0,234000,AI-trade,356944124,356944124
1754796633,BTCUSD,0,0,4.27,116587.15,0.0,0.0,0.0,234000,AI-trade,356945707,356945707
1754804820,BTCUSD,1,1,3.91,117118.42,2455.4,0.0,0.0,234000,[tp 117118.42],356936962,356971987
1754804824,BTCUSD,1,1,3.91,117128.1,2493.37,0.0,0.0,234000,[tp 117128.10],356937279,356972057
1754804824,BTCUSD,1,1,4.0,117131.13,2417.0,0.0,0.0,234000,[tp 117131.13],356928657,356972069
1754804824,BTCUSD,1,1,3.9699999999999998,117131.34,2425.27,0.0,0.0,234000,[tp 117131.34],356931127,356972070
1754804824,BTCUSD,1,1,3.91,117133.14,2473.94,0.0,0.0,234000,[tp 117133.14],356938172,356972073
1754804826,BTCUSD,1,1,4.29,117150.0,2422.09,0.0,0.0,234000,[tp 117150.00],356942594,356972165
1754804827,BTCUSD,1,1,4.31,117157.85,2513.67,0.0,0.0,234000,[tp 117157.85],356942054,356972195
1754804827,BTCUSD,1,1,4.31,117154.41,2449.51,0.0,0.0,234000,[tp 117154.41],356942522,356972197
1754804830,BTCUSD,1,1,4.27,117163.65,2461.66,0.0,0.0,234000,[tp 117163.65],356945707,356972243
1754804830,BTCUSD,1,1,4.05,117179.26,2461.06,0.0,0.0,234000,[tp 117179.26],356928203,356972268
1754804833,BTCUSD,1,1,4.27,117181.83,2442.52,0.0,0.0,234000,[tp 117181.83],356944124,356972329
1754805327,BTCUSD,1,1,3.9699999999999998,117220.64,2471.68,0.0,0.0,234000,[tp 117220.64],356929550,356973539
1754853383,BTCUSD,0,0,2.2800000000000002,118828.1,0.0,0.0,0.0,234000,AI-trade,357283638,357283638
1754853436,BTCUSD,0,0,2.2800000000000002,118804.45,0.0,0.0,0.0,234000,AI-trade,357283966,357283966
1754853482,BTCUSD,0,0,2.27,118779.15,0.0,0.0,0.0,234000,AI-trade,357285137,357285137
1754853577,BTCUSD,0,0,2.27,118786.98,0.0,0.0,0.0,234000,AI-trade,357285970,357285970
1754853603,BTCUSD,0,0,2.27,118777.03,0.0,0.0,0.0,234000,AI-trade,357286094,357286094
1754853664,BTCUSD,0,0,2.26,118770.29,0.0,0.0,0.0,234000,AI-trade,357286614,357286614
1754853790,BTCUSD,0,0,2.24,118751.99,0.0,0.0,0.0,234000,AI-trade,357287529,357287529
1754853843,BTCUSD,0,0,2.24,118709.71,0.0,0.0,0.0,234000,AI-trade,357287807,357287807
1754853903,BTCUSD,0,0,2.23,118678.25,0.0,0.0,0.0,234000,AI-trade,357288323,357288323
1754853970,BTCUSD,0,0,2.23,118716.63,0.0,0.0,0.0,234000,AI-trade,357288700,357288700
1754854381,BTCUSD,0,0,2.23,118721.77,0.0,0.0,0.0,234000,AI-trade,357291664,357291664
1754854565,BTCUSD,0,0,2.23,118707.1,0.0,0.0,0.0,234000,AI-trade,357292543,357292543
1754856211,BTCUSD,0,0,2.63,118663.17,0.0,0.0,0.0,234000,AI-trade,357301376,357301376
1754856749,BTCUSD,0,0,2.57,118647.65,0.0,0.0,0.0,234000,AI-trade,357305537,357305537
1754888231,BTCUSD,1,1,2.63,119793.07,2971.63,0.0,0.0,234000,[tp 119793.07],357301376,357616939
1754888242,BTCUSD,1,1,2.57,119794.66,2947.82,0.0,0.0,234000,[tp 119794.66],357305537,357617100
1754888408,BTCUSD,1,1,2.23,120014.98,2980.91,0.0,0.0,234000,[tp 120014.98],357288323,357620696
1754888409,BTCUSD,1,1,2.24,120049.55,3001.24,0.0,0.0,234000,[tp 120049.55],357287807,357620754
1754888410,BTCUSD,1,1,2.23,120056.01,3008.07,0.0,0.0,234000,[tp 120056.01],357292543,357620796
1754888410,BTCUSD,1,1,2.24,120064.48,2939.98,0.0,0.0,234000,[tp 120064.48],357287529,357620818
1754888410,BTCUSD,1,1,2.23,120073.87,3026.65,0.0,0.0,234000,[tp 120073.87],357288700,357620835
1754888410,BTCUSD,1,1,2.23,120078.48,3025.46,0.0,0.0,234000,[tp 120078.48],357291664,357620846
1754888411,BTCUSD,1,1,2.27,120104.66,3008.91,0.0,0.0,234000,[tp 120104.66],357285137,357620905
1754888411,BTCUSD,1,1,2.26,120105.53,3017.64,0.0,0.0,234000,[tp 120105.53],357286614,357620907
1754888412,BTCUSD,1,1,2.27,120117.57,3043.02,0.0,0.0,234000,[tp 120117.57],357286094,357621042
1754888416,BTCUSD,1,1,2.2800000000000002,120153.08,3020.95,0.0,0.0,234000,[tp 120153.08],357283638,357621324
1754888416,BTCUSD,1,1,2.2800000000000002,120149.27,3066.19,0.0,0.0,234000,[tp 120149.27],357283966,357621327
1754888416,BTCUSD,1,1,2.27,120147.52,3088.43,0.0,0.0,234000,[tp 120147.52],357285970,357621329
1754939567,LNKUSD,0,0,2.0,22.039,0.0,0.0,0.0,0,,358762429,358762429
1754943608,BTCUSD,1,1,0.01,119754.83,57.29,0.0,-4.01,0,,349999853,358842510
1754943610,BTCUSD,0,1,0.01,119795.03,-42.17,0.0,3.73,0,,340844943,358842540
1755071055,LNKUSD,1,1,2.0,24.228,437.8,0.0,-9.48,0,,358762429,360591043
1755366104,BTCUSD,0,0,0.01,117670.27,0.0,0.0,0.0,0,,364645990,364645990
1755366792,BTCUSD,1,1,0.01,117751.22,0.81,0.0,0.0,0,,364645990,364647754
1755366887,BTCUSD,0,0,0.01,117774.65,0.0,0.0,0.0,0,,364647881,364647881
1755366901,BTCUSD,1,1,0.01,117752.42,-0.23,0.0,0.0,0,,364647881,364647897
1755368904,BTCUSD,0,0,0.01,117784.17,0.0,0.0,0.0,0,,364653645,364653645
1755368916,BTCUSD,1,1,0.01,117766.08,-0.18,0.0,0.0,0,,364653645,364653662
1755368959,BTCUSD,0,0,0.01,117780.62,0.0,0.0,0.0,0,,364653750,364653750
1755370076,BTCUSD,1,1,0.01,117678.99,-1.02,0.0,0.0,0,,364653750,364658663
1755388516,BTCUSD,1,0,2.21,117646.59,0.0,0.0,0.0,0,,364701563,364701563
1755389062,BTCUSD,0,1,2.21,117610.18,80.46,0.0,0.0,0,[tp 117610.18],364701563,364702718
1755426583,BTCUSD,1,0,1.63,117948.96,0.0,0.0,0.0,0,,364789623,364789623
1755426810,BTCUSD,0,1,1.63,117908.06,66.66,0.0,0.0,0,[tp 117908.06],364789623,364790028
1755426871,BTCUSD,1,0,1.8,117915.43,0.0,0.0,0.0,0,,364790267,364790267
1755426900,BTCUSD,0,1,1.8,117941.59,-47.09,0.0,0.0,0,[sl 117941.59],364790267,364790317
1755426932,BTCUSD,1,0,1.98,117935.23,0.0,0.0,0.0,0,,364790363,364790363
1755426969,BTCUSD,0,1,1.98,117956.81,-42.72,0.0,0.0,0,[sl 117956.81],364790363,364790414
1755427170,BTCUSD,1,0,2.14,117940.69,0.0,0.0,0.0,0,,364790868,364790868
1755427251,BTCUSD,0,1,2.14,117962.11,-45.84,0.0,0.0,0,[sl 117962.11],364790868,364790955
1755427380,BTCUSD,0,0,0.97,117993.68,0.0,0.0,0.0,0,,364791417,364791417
1755427502,BTCUSD,1,1,0.97,117960.34,-32.34,0.0,0.0,0,[sl 117960.34],364791417,364791578
1755427840,BTCUSD,0,0,1.01,118017.3,0.0,0.0,0.0,0,,364792030,364792030
1755427988,BTCUSD,1,1,1.01,117978.82,-38.86,0.0,0.0,0,[sl 117978.82],364792030,364792142
1755428019,BTCUSD,0,0,1.05,117995.63,0.0,0.0,0.0,0,,364792192,364792192
1755428401,BTCUSD,1,1,1.05,118006.43,11.34,0.0,0.0,0,[tp 118006.43],364792192,364792495
1755458451,LNKUSD,0,0,0.01,25.991,0.0,0.0,0.0,202408,EmpireIA,364897246,364897246
1755458629,LNKUSD,1,1,0.01,26.026,0.04,0.0,0.0,202408,[tp 26.026],364897246,364897980
1755502781,EURUSD,0,0,100.0,1.17092,0.0,0.0,0.0,202408,EmpireIA,365266717,365266717
1755502786,XAUUSD,0,0,0.18,3354.54,0.0,0.0,0.0,202408,EmpireIA,365266751,365266751
1755502835,EURUSD,0,0,100.0,1.17092,0.0,0.0,0.0,202408,EmpireIA,365268026,365268026
1755502840,XAUUSD,0,0,0.17,3355.1,0.0,0.0,0.0,202408,EmpireIA,365268142,365268142
1755502895,EURUSD,0,0,100.0,1.17089,0.0,0.0,0.0,202408,EmpireIA,365268630,365268630
1755502899,XAUUSD,0,0,0.17,3354.87,0.0,0.0,0.0,202408,EmpireIA,365268656,365268656
1755502954,EURUSD,0,0,100.0,1.17081,0.0,0.0,0.0,202408,EmpireIA,365269533,365269533
1755502958,XAUUSD,0,0,0.16,3355.32,0.0,0.0,0.0,202408,EmpireIA,365269544,365269544
1755502965,EURUSD,1,1,100.0,1.17065,-2700.0,0.0,0.0,202408,[sl 1.17065],365266717,365269570
1755503015,EURUSD,0,0,100.0,1.17082,0.0,0.0,0.0,202408,EmpireIA,365269795,365269795
1755503019,XAUUSD,0,0,0.16,3355.26,0.0,0.0,0.0,202408,EmpireIA,365269890,365269890
1755503041,EURUSD,1,1,100.0,1.17064,-2800.0,0.0,0.0,202408,[sl 1.17064],365268026,365270126
1755503041,EURUSD,1,1,100.0,1.17064,-2500.0,0.0,0.0,202408,[sl 1.17064],365268630,365270127
1755503075,EURUSD,0,0,100.0,1.17077,0.0,0.0,0.0,202408,EmpireIA,365270496,365270496
1755503079,XAUUSD,0,0,0.16,3355.37,0.0,0.0,0.0,202408,EmpireIA,365270531,365270531
1755503135,EURUSD,0,0,100.0,1.17083,0.0,0.0,0.0,202408,EmpireIA,365271011,365271011
1755503139,XAUUSD,0,0,0.17,3355.59,0.0,0.0,0.0,202408,EmpireIA,365271077,365271077
1755503164,XAUUSD,1,1,0.18,3355.6,19.08,0.0,0.0,202408,[tp 3355.60],365266751,365271382
1755503188,XAUUSD,1,1,0.17,3356.13,21.42,0.0,0.0,202408,[tp 3356.13],365268656,365271923
1755503195,EURUSD,0,0,100.0,1.17097,0.0,0.0,0.0,202408,EmpireIA,365272248,365272248
1755503199,XAUUSD,0,0,0.18,3356.2,0.0,0.0,0.0,202408,EmpireIA,365272278,365272278
1755503242,EURUSD,1,1,100.0,1.17089,1200.0,0.0,0.0,202408,[tp 1.17089],365270496,365272885
1755503255,EURUSD,0,0,100.0,1.171,0.0,0.0,0.0,202408,EmpireIA,365272905,365272905
1755503259,XAUUSD,0,0,0.19,3355.78,0.0,0.0,0.0,202408,EmpireIA,365272915,365272915
1755503287,EURUSD,1,1,100.0,1.17093,1200.0,0.0,0.0,202408,[tp 1.17093],365269533,365273174
1755503288,XAUUSD,1,1,0.17,3356.37,21.59,0.0,0.0,202408,[tp 3356.37],365268142,365273186
1755503288,XAUUSD,1,1,0.16,3356.35,17.44,0.0,0.0,202408,[tp 3356.35],365269890,365273190
1755503300,XAUUSD,1,1,0.16,3356.46,18.24,0.0,0.0,202408,[tp 3356.46],365269544,365273334
1755503300,XAUUSD,1,1,0.16,3356.49,17.92,0.0,0.0,202408,[tp 3356.49],365270531,365273338
1755503307,XAUUSD,1,1,0.19,3356.54,14.44,0.0,0.0,202408,[tp 3356.54],365272915,365273485
1755503314,XAUUSD,1,1,0.17,3356.69,18.7,0.0,0.0,202408,[tp 3356.69],365271077,365273624
1755503316,EURUSD,0,0,100.0,1.17103,0.0,0.0,0.0,202408,EmpireIA,365273663,365273663
1755503319,XAUUSD,0,0,0.19,3356.73,0.0,0.0,0.0,202408,EmpireIA,365273680,365273680
1755503360,EURUSD,1,1,100.0,1.1708,-2300.0,0.0,0.0,202408,[sl 1.17080],365273663,365274081
1755503374,EURUSD,1,1,100.0,1.17076,-2400.0,0.0,0.0,202408,[sl 1.17076],365272905,365274130
1755503375,EURUSD,0,0,100.0,1.17092,0.0,0.0,0.0,202408,EmpireIA,365274136,365274136
1755503379,XAUUSD,0,0,0.18,3356.48,0.0,0.0,0.0,202408,EmpireIA,365274142,365274142
1755503435,EURUSD,0,0,100.0,1.1709100000000001,0.0,0.0,0.0,202408,EmpireIA,365274704,365274704
1755503438,XAUUSD,0,0,0.18,3356.68,0.0,0.0,0.0,202408,EmpireIA,365274725,365274725
1755503495,EURUSD,0,0,100.0,1.17098,0.0,0.0,0.0,202408,EmpireIA,365275321,365275321
1755503499,XAUUSD,0,0,0.2,3356.49,0.0,0.0,0.0,202408,EmpireIA,365275348,365275348
1755503508,EURUSD,1,1,100.0,1.17076,-2200.0,0.0,0.0,202408,[sl 1.17076],365275321,365275366
1755503514,XAUUSD,1,1,0.19,3355.83,-17.1,0.0,0.0,202408,[sl 3355.83],365273680,365275485
1755503514,XAUUSD,1,1,0.18,3355.82,-15.48,0.0,0.0,202408,[sl 3355.82],365274725,365275486
1755503544,XAUUSD,1,1,0.2,3355.58,-18.2,0.0,0.0,202408,[sl 3355.58],365275348,365276011
1755503545,XAUUSD,1,1,0.18,3355.5,-17.64,0.0,0.0,202408,[sl 3355.50],365274142,365276016
1755503555,EURUSD,0,0,100.0,1.1710099999999999,0.0,0.0,0.0,202408,EmpireIA,365276103,365276103
1755503559,XAUUSD,0,0,0.18,3355.83,0.0,0.0,0.0,202408,EmpireIA,365276116,365276116
1755503619,XAUUSD,0,0,0.17,3356.35,0.0,0.0,0.0,202408,EmpireIA,365276387,365276387
1755503683,XAUUSD,0,0,0.18,3356.65,0.0,0.0,0.0,202408,EmpireIA,365276658,365276658
1755503698,XAUUSD,1,1,0.18,3356.74,16.38,0.0,0.0,202408,[tp 3356.74],365276116,365276707
1755503708,XAUUSD,1,1,0.18,3357.14,16.92,0.0,0.0,202408,[tp 3357.14],365272278,365277117
1755503731,XAUUSD,1,1,0.17,3357.29,15.98,0.0,0.0,202408,[tp 3357.29],365276387,365277506
1755503734,XAUUSD,1,1,0.18,3357.53,15.84,0.0,0.0,202408,[tp 3357.53],365276658,365277669
1755503738,XAUUSD,0,0,0.17,3357.61,0.0,0.0,0.0,202408,EmpireIA,365277858,365277858
1755503767,EURUSD,1,1,100.0,1.17095,1200.0,0.0,0.0,202408,[tp 1.17095],365271011,365278140
1755503786,EURUSD,1,1,100.0,1.17098,1600.0,0.0,0.0,202408,[tp 1.17098],365269795,365278318
1755503795,EURUSD,0,0,100.0,1.17109,0.0,0.0,0.0,202408,EmpireIA,365278402,365278402
1755503799,XAUUSD,0,0,0.18,3357.76,0.0,0.0,0.0,202408,EmpireIA,365278415,365278415
1755503843,EURUSD,1,1,100.0,1.17087,-2200.0,0.0,0.0,202408,[sl 1.17087],365278402,365278954
1755503855,EURUSD,0,0,100.0,1.17094,0.0,0.0,0.0,202408,EmpireIA,365278996,365278996
1755503858,XAUUSD,0,0,0.18,3357.8,0.0,0.0,0.0,202408,EmpireIA,365279009,365279009
1755503867,EURUSD,1,1,100.0,1.17076,-2500.0,0.0,0.0,202408,[sl 1.17076],365276103,365279227
1755503915,EURUSD,0,0,100.0,1.1709100000000001,0.0,0.0,0.0,202408,EmpireIA,365279859,365279859
1755503919,XAUUSD,0,0,0.17,3357.99,0.0,0.0,0.0,202408,EmpireIA,365279885,365279885
1755503975,EURUSD,0,0,100.0,1.1709,0.0,0.0,0.0,202408,EmpireIA,365280287,365280287
1755503979,XAUUSD,0,0,0.17,3357.75,0.0,0.0,0.0,202408,EmpireIA,365280295,365280295
1755504010,EURUSD,1,1,100.0,1.17071,-2600.0,0.0,0.0,202408,[sl 1.17071],365272248,365280961
1755504041,XAUUSD,0,0,0.16,3357.8,0.0,0.0,0.0,202408,EmpireIA,365281097,365281097
1755504100,XAUUSD,0,0,0.17,3358.21,0.0,0.0,0.0,202408,EmpireIA,365281765,365281765
1755504131,XAUUSD,1,1,0.17,3357.26,-16.15,0.0,0.0,202408,[sl 3357.26],365281765,365282192
1755504136,XAUUSD,1,1,0.17,3357.06,-15.81,0.0,0.0,202408,[sl 3357.06],365279885,365282301
1755504143,XAUUSD,1,1,0.18,3356.82,-16.92,0.0,0.0,202408,[sl 3356.82],365278415,365282430
1755504143,XAUUSD,1,1,0.18,3356.86,-16.92,0.0,0.0,202408,[sl 3356.86],365279009,365282432
1755504143,XAUUSD,1,1,0.16,3356.84,-15.36,0.0,0.0,202408,[sl 3356.84],365281097,365282434
1755504143,XAUUSD,1,1,0.17,3356.77,-14.28,0.0,0.0,202408,[sl 3356.77],365277858,365282441
1755504143,XAUUSD,1,1,0.17,3356.77,-16.66,0.0,0.0,202408,[sl 3356.77],365280295,365282445
1755504159,XAUUSD,0,0,0.15,3356.75,0.0,0.0,0.0,202408,EmpireIA,365282866,365282866
1755504218,XAUUSD,1,1,0.15,3355.74,-15.15,0.0,0.0,202408,[sl 3355.74],365282866,365283745
1755504275,EURUSD,0,0,100.0,1.17096,0.0,0.0,0.0,202408,EmpireIA,365284433,365284433
1755504279,XAUUSD,0,0,0.14,3356.56,0.0,0.0,0.0,202408,EmpireIA,365284481,365284481
1755504373,EURUSD,1,1,100.0,1.17068,-2600.0,0.0,0.0,202408,[sl 1.17068],365278996,365285934
1755504373,EURUSD,1,1,100.0,1.17068,-2300.0,0.0,0.0,202408,[sl 1.17068],365279859,365285936
1755504373,EURUSD,1,1,100.0,1.17068,-2200.0,0.0,0.0,202408,[sl 1.17068],365280287,365285937
1755504373,EURUSD,1,1,100.0,1.17069,-2700.0,0.0,0.0,202408,[sl 1.17069],365284433,365285938
1755504373,EURUSD,1,1,100.0,1.17066,-2600.0,0.0,0.0,202408,[sl 1.17066],365274136,365285949
1755504373,EURUSD,1,1,100.0,1.1706699999999999,-2400.0,0.0,0.0,202408,[sl 1.17067],365274704,365285950
1755504376,XAUUSD,1,1,0.14,3355.38,-16.52,0.0,0.0,202408,[sl 3355.38],365284481,365286025
1755504395,EURUSD,0,0,100.0,1.1707,0.0,0.0,0.0,202408,EmpireIA,365286329,365286329
1755504455,EURUSD,0,0,100.0,1.17074,0.0,0.0,0.0,202408,EmpireIA,365287121,365287121
1755504458,EURUSD,1,1,100.0,1.17062,-1200.0,0.0,0.0,202408,[sl 1.17062],365287121,365287131
1755504459,EURUSD,1,1,100.0,1.17058,-1200.0,0.0,0.0,202408,[sl 1.17058],365286329,365287135
1755504459,XAUUSD,0,0,0.13,3356.05,0.0,0.0,0.0,202408,EmpireIA,365287145,365287145
1755504516,EURUSD,0,0,100.0,1.17076,0.0,0.0,0.0,202408,EmpireIA,365287806,365287806
1755504580,EURUSD,0,0,100.0,1.17083,0.0,0.0,0.0,202408,EmpireIA,365288173,365288173
1755504580,EURUSD,1,1,100.0,1.17071,-1200.0,0.0,0.0,202408,[sl 1.17071],365288173,365288174
1755504589,XAUUSD,1,1,0.13,3355.3,-9.75,0.0,0.0,202408,[sl 3355.30],365287145,365288215
1755504618,EURUSD,1,1,100.0,1.1706,-1600.0,0.0,0.0,202408,[sl 1.17060],365287806,365288581
1755504635,EURUSD,0,0,100.0,1.1707,0.0,0.0,0.0,202408,EmpireIA,365288764,365288764
1755504687,EURUSD,1,1,100.0,1.17046,-2400.0,0.0,0.0,202408,[sl 1.17046],365288764,365289168
1755504695,EURUSD,0,0,100.0,1.17066,0.0,0.0,0.0,202408,EmpireIA,365289225,365289225
1755504697,EURUSD,1,1,100.0,1.17051,-1500.0,0.0,0.0,202408,[sl 1.17051],365289225,365289237
1755504699,XAUUSD,0,0,0.12,3355.45,0.0,0.0,0.0,202408,EmpireIA,365289249,365289249
1755504755,EURUSD,0,0,100.0,1.17055,0.0,0.0,0.0,202408,EmpireIA,365289748,365289748
1755504815,EURUSD,0,0,100.0,1.17055,0.0,0.0,0.0,202408,EmpireIA,365289997,365289997
1755504875,EURUSD,0,0,100.0,1.17056,0.0,0.0,0.0,202408,EmpireIA,365290325,365290325
1755504879,XAUUSD,0,0,0.12,3355.19,0.0,0.0,0.0,202408,EmpireIA,365290347,365290347
1755504935,EURUSD,0,0,100.0,1.17055,0.0,0.0,0.0,202408,EmpireIA,365290817,365290817
1755504970,XAUUSD,1,1,0.12,3354.28,-14.04,0.0,0.0,202408,[sl 3354.28],365289249,365291363
1755504970,XAUUSD,1,1,0.12,3354.2,-11.88,0.0,0.0,202408,[sl 3354.20],365290347,365291384
1755504995,EURUSD,0,0,100.0,1.17051,0.0,0.0,0.0,202408,EmpireIA,365291689,365291689
1755505076,EURUSD,1,1,100.0,1.17033,-2200.0,0.0,0.0,202408,[sl 1.17033],365289997,365292643
1755505076,EURUSD,1,1,100.0,1.17034,-2200.0,0.0,0.0,202408,[sl 1.17034],365290325,365292645
1755505077,EURUSD,1,1,100.0,1.17032,-2300.0,0.0,0.0,202408,[sl 1.17032],365290817,365292680
1755505102,EURUSD,1,1,100.0,1.17031,-2400.0,0.0,0.0,202408,[sl 1.17031],365289748,365293109
1755505115,EURUSD,0,0,100.0,1.17043,0.0,0.0,0.0,202408,EmpireIA,365293167,365293167
1755505118,XAUUSD,0,0,0.13,3353.95,0.0,0.0,0.0,202408,EmpireIA,365293195,365293195
1755505175,EURUSD,0,0,100.0,1.17053,0.0,0.0,0.0,202408,EmpireIA,365293778,365293778
1755505179,XAUUSD,0,0,0.13,3353.86,0.0,0.0,0.0,202408,EmpireIA,365293828,365293828
1755505235,EURUSD,0,0,100.0,1.17061,0.0,0.0,0.0,202408,EmpireIA,365294441,365294441
1755505237,EURUSD,1,1,100.0,1.17049,-1200.0,0.0,0.0,202408,[sl 1.17049],365294441,365294471
1755505239,XAUUSD,0,0,0.14,3354.02,0.0,0.0,0.0,202408,EmpireIA,365294486,365294486
1755505295,EURUSD,0,0,100.0,1.17055,0.0,0.0,0.0,202408,EmpireIA,365294938,365294938
1755505299,XAUUSD,0,0,0.14,3354.01,0.0,0.0,0.0,202408,EmpireIA,365294967,365294967
1755505308,EURUSD,1,1,100.0,1.17043,-1200.0,0.0,0.0,202408,[sl 1.17043],365294938,365295042
1755505355,EURUSD,0,0,100.0,1.17056,0.0,0.0,0.0,202408,EmpireIA,365295532,365295532
1755505359,XAUUSD,0,0,0.14,3353.62,0.0,0.0,0.0,202408,EmpireIA,365295546,365295546
1755505379,EURUSD,1,1,100.0,1.17044,-1200.0,0.0,0.0,202408,[sl 1.17044],365295532,365295627
1755505380,XAUUSD,1,1,0.14,3353.21,-11.2,0.0,0.0,202408,[sl 3353.21],365294967,365295702
1755505380,XAUUSD,1,1,0.14,3353.19,-11.62,0.0,0.0,202408,[sl 3353.19],365294486,365295719
1755505398,EURUSD,1,1,100.0,1.17055,1200.0,0.0,0.0,202408,[tp 1.17055],365293167,365295984
1755505415,EURUSD,0,0,100.0,1.17064,0.0,0.0,0.0,202408,EmpireIA,365296183,365296183
1755505415,EURUSD,1,1,100.0,1.17051,-1300.0,0.0,0.0,202408,[sl 1.17051],365296183,365296186
1755505419,XAUUSD,0,0,0.14,3353.32,0.0,0.0,0.0,202408,EmpireIA,365296223,365296223
1755505427,XAUUSD,1,1,0.13,3353.01,-11.05,0.0,0.0,202408,[sl 3353.01],365293828,365296371
1755505475,EURUSD,0,0,100.0,1.17061,0.0,0.0,0.0,202408,EmpireIA,365296828,365296828
