ts_utc,symbol,side,lots,entry,sl,tp,retcode,ok,ticket,equity_before,equity_after
2025-08-18T04:51:35.585349+00:00,EURUSD,LONG,141202.12105264163,1.17092,1.1707571428571428,1.1710142857142858,10009,True,365275321,1703745862
2025-08-18T04:51:39.249969+00:00,XAUUSD,LONG,0.20038185770750602,3356.335,3355.576,3357.361,10009,True,365275348,1703745863
2025-08-18T04:52:35.721418+00:00,EURUSD,LONG,129880.08108099547,1.170935,1.1707605714285714,1.171009142857143,10009,True,365276103,1703745864
2025-08-18T04:52:39.319736+00:00,XAUUSD,LONG,0.1778511761718695,3355.715,3354.870857142857,3356.7437142857143,10009,True,365276116,1703745865
2025-08-18T04:53:35.650002+00:00,EURUSD,LONG,142070.0576922667,1.17089,1.170734,1.1709740000000002,10019,False,0,0
2025-08-18T04:53:39.269234+00:00,XAUUSD,LONG,0.17326682861452,3356.245,3355.3922857142857,3357.2865714285713,10009,True,365276387,1703745866
2025-08-18T04:54:39.548351+00:00,EURUSD,LONG,142810.30027171117,1.17093,1.1707722857142857,1.1710165714285716,10019,False,0,0
2025-08-18T04:54:43.580409+00:00,XAUUSD,LONG,0.18447945550660202,3356.5550000000003,3355.744285714286,3357.533571428571,10009,True,365276658,1703745867
2025-08-18T04:55:35.123530+00:00,EURUSD,LONG,152874.8606320798,1.17096,1.170810857142857,1.1710337142857143,10019,False,0,0
2025-08-18T04:55:38.862076+00:00,XAUUSD,LONG,0.17149647134379511,3357.6549999999997,3356.765142857143,3358.7022857142856,10009,True,365277858,1703745868
2025-08-18T04:56:35.852832+00:00,EURUSD,LONG,150101.92307687976,1.17103,1.170874,1.1711140000000002,10009,True,365278402,1703745869
2025-08-18T04:56:39.463965+00:00,XAUUSD,LONG,0.1836941826191128,3357.665,3356.8217142857147,3358.6924285714285,10009,True,365278415,1703745870
2025-08-18T04:57:35.066139+00:00,EURUSD,LONG,121385.67612289236,1.170865,1.1706837142857143,1.1709494285714286,10009,True,365278996,1703745871
2025-08-18T04:57:38.744296+00:00,XAUUSD,LONG,0.17618374848846463,3357.6850000000004,3356.858,3358.688,10009,True,365279009,1703745872
2025-08-18T04:58:35.787143+00:00,EURUSD,LONG,123437.77063115519,1.17086,1.1706834285714287,1.1709748571428573,10009,True,365279859,1703745873
2025-08-18T04:58:39.484808+00:00,XAUUSD,LONG,0.17007318343199293,3357.9049999999997,3357.06,3358.935,10009,True,365279885,1703745874
2025-08-18T04:59:35.543619+00:00,EURUSD,LONG,132351.0950703678,1.17084,1.1706777142857143,1.1709584285714285,10009,True,365280287,1703745875
2025-08-18T04:59:39.228310+00:00,XAUUSD,LONG,0.16688250459793788,3357.625,3356.7705714285717,3358.669142857143,10009,True,365280295,1703745876
2025-08-18T05:00:37.486194+00:00,EURUSD,LONG,577656.6764718338,1.170835,1.1708714285714286,1.170592857142857,10019,False,0,0
2025-08-18T05:00:41.492204+00:00,XAUUSD,LONG,0.1645234896968655,3357.6949999999997,3356.842285714286,3358.736571428571,10009,True,365281097,1703745877
2025-08-18T05:01:35.586463+00:00,EURUSD,LONG,125168.68844226627,1.17086,1.1706894285714287,1.1709658571428572,10019,False,0,0
2025-08-18T05:01:40.292405+00:00,XAUUSD,LONG,0.16515683196525255,3358.115,3357.262285714286,3359.156571428571,10009,True,365281765,1703745878
2025-08-18T05:02:35.477791+00:00,EURUSD,LONG,525737.492803235,1.1707999999999998,1.1708397142857143,1.1705654285714286,10019,False,0,0
2025-08-18T05:02:39.433024+00:00,XAUUSD,LONG,0.14961315158125685,3356.6549999999997,3355.738,3357.7929999999997,10009,True,365282866,1703745879
2025-08-18T05:03:35.143372+00:00,EURUSD,LONG,485391.93499897566,1.17079,1.1708328571428572,1.1705757142857143,10019,False,0,0
2025-08-18T05:03:38.590663+00:00,XAUUSD,LONG,0.1848747990858172,3355.995,3356.745142857143,3354.632285714286,10016,False,0,0
2025-08-18T05:04:35.993039+00:00,EURUSD,LONG,113961.156870313,1.17088,1.1706928571428572,1.1709607142857144,10009,True,365284433,1703745880
2025-08-18T05:04:40.011372+00:00,XAUUSD,LONG,0.14200325797688473,3356.375,3355.376571428572,3357.635142857143,10009,True,365284481,1703745881
2025-08-18T05:05:35.274759+00:00,EURUSD,LONG,131836.80555555923,1.17089,1.170728,1.170983,10019,False,0,0
2025-08-18T05:05:39.120106+00:00,XAUUSD,LONG,0.1358573136624279,3357.215,3356.1934285714287,3358.4348571428573,10019,False,0,0
2025-08-18T05:06:35.132888+00:00,EURUSD,LONG,364119.19140778075,1.1706400000000001,1.170694857142857,1.1704077142857143,10009,True,365286329,1703745882
2025-08-18T05:06:38.660896+00:00,XAUUSD,LONG,0.1515081400688699,3355.8149999999996,3356.6859999999997,3354.2709999999997,10016,False,0,0
2025-08-18T05:07:35.992113+00:00,EURUSD,LONG,351229.215909232,1.17069,1.1707465714285714,1.170455142857143,10009,True,365287121,1703745883
2025-08-18T05:07:39.550857+00:00,XAUUSD,LONG,0.12513903911679766,3356.3450000000003,3355.2968571428573,3357.679714285714,10009,True,365287145,1703745884
2025-08-18T05:08:36.106071+00:00,EURUSD,LONG,369074.9999999613,1.1706699999999999,1.1707231428571427,1.1704402857142857,10009,True,365287806,1703745885
2025-08-18T05:08:39.645171+00:00,XAUUSD,LONG,0.1390261248655017,3355.505,3356.4339999999997,3353.9739999999997,10016,False,0,0
2025-08-18T05:09:40.612118+00:00,EURUSD,LONG,450687.4801994269,1.170765,1.1708082857142856,1.1705125714285716,10009,True,365288173,1703745886
2025-08-18T05:09:44.148035+00:00,XAUUSD,LONG,0.15298708044028786,3355.5249999999996,3356.368571428571,3354.0221428571426,10016,False,0,0
2025-08-18T05:10:35.488540+00:00,EURUSD,LONG,103746.35675682421,1.170645,1.17046,1.1707599999999998,10009,True,365288764,1703745887
2025-08-18T05:10:39.039116+00:00,XAUUSD,LONG,0.13698886521539963,3355.495,3356.4202857142855,3353.9945714285714,10016,False,0,0
2025-08-18T05:11:35.863099+00:00,EURUSD,LONG,556251.1898707116,1.1705649999999999,1.1705988571428572,1.1703267142857143,10009,True,365289225,1703745888
2025-08-18T05:11:39.505914+00:00,XAUUSD,LONG,0.11871180861243191,3355.325,3354.2799999999997,3356.68,10009,True,365289249,1703745889
2025-08-18T05:12:35.396507+00:00,EURUSD,LONG,101601.99687989235,1.17049,1.1703068571428572,1.1705897142857142,10009,True,365289748,1703745890
2025-08-18T05:12:39.308885+00:00,XAUUSD,LONG,0.13859201289291123,3355.385,3356.2714285714283,3353.817857142857,10016,False,0,0
2025-08-18T05:13:35.604629+00:00,EURUSD,LONG,109777.9642856045,1.1705,1.170332,1.170602,10009,True,365289997,1703745891
2025-08-18T05:13:39.097145+00:00,XAUUSD,LONG,0.13980614677397293,3355.335,3356.2051428571426,3353.7922857142858,10016,False,0,0
2025-08-18T05:14:35.549255+00:00,EURUSD,LONG,112232.3631577497,1.1705,1.1703371428571427,1.1705942857142855,10009,True,365290325,1703745892
2025-08-18T05:14:39.508880+00:00,XAUUSD,LONG,0.12327336155303954,3355.175,3354.1962857142858,3356.4805714285717,10009,True,365290347,1703745893
2025-08-18T05:15:35.341582+00:00,EURUSD,LONG,111261.5216241111,1.170485,1.170323142857143,1.1705652857142856,10009,True,365290817,1703745894
2025-08-18T05:15:38.885070+00:00,XAUUSD,LONG,0.15184573821223415,3355.4849999999997,3356.269714285714,3354.1204285714284,10016,False,0,0
2025-08-18T05:16:35.764896+00:00,EURUSD,LONG,111175.05945944278,1.17045,1.1702914285714285,1.170537857142857,10009,True,365291689,1703745895
2025-08-18T05:16:39.261558+00:00,XAUUSD,LONG,0.15741261163743764,3354.465,3355.2039999999997,3353.1189999999997,10016,False,0,0
2025-08-18T05:17:35.867609+00:00,EURUSD,LONG,97984.47634062175,1.17049,1.170308857142857,1.170561714285714,10019,False,0,0
2025-08-18T05:17:39.786732+00:00,XAUUSD,LONG,0.15950581472122408,3354.365,3355.1005714285716,3353.024142857143,10016,False,0,0
2025-08-18T05:18:35.270940+00:00,EURUSD,LONG,104562.88888874848,1.1703700000000001,1.170208,1.1704629999999998,10009,True,365293167,1703745896
2025-08-18T05:18:38.909272+00:00,XAUUSD,LONG,0.12511525195968237,3353.795,3352.902,3354.897,10009,True,365293195,1703745897
2025-08-18T05:19:35.287767+00:00,EURUSD,LONG,104561.47763158639,1.1704599999999998,1.1702971428571427,1.1705542857142854,10009,True,365293778,1703745898
2025-08-18T05:19:39.258047+00:00,XAUUSD,LONG,0.13196164516670353,3353.865,3353.0122857142856,3354.906571428571,10009,True,365293828,1703745899
2025-08-18T05:20:36.016691+00:00,EURUSD,LONG,551362.3402823275,1.1705,1.170530857142857,1.1703037142857142,10009,True,365294441,1703745900
2025-08-18T05:20:39.636206+00:00,XAUUSD,LONG,0.13954361963189252,3354.005,3353.19,3354.99,10009,True,365294486,1703745901
2025-08-18T05:21:35.417612+00:00,EURUSD,LONG,540124.4032276842,1.170485,1.170516,1.170276,10009,True,365294938,1703745902
2025-08-18T05:21:39.397584+00:00,XAUUSD,LONG,0.13672400246955257,3354.0150000000003,3353.205142857143,3354.992285714286,10009,True,365294967,1703745903
2025-08-18T05:22:35.590749+00:00,EURUSD,LONG,473790.8597600071,1.1705,1.1705351428571427,1.1702972857142857,10009,True,365295532,1703745904
2025-08-18T05:22:39.172947+00:00,XAUUSD,LONG,0.13777170639899183,3353.615,3352.8179999999998,3354.573,10009,True,365295546,1703745905
2025-08-18T05:23:35.712484+00:00,EURUSD,LONG,528738.9887911438,1.170575,1.170606857142857,1.1703647142857143,10009,True,365296183,1703745906
2025-08-18T05:23:39.385279+00:00,XAUUSD,LONG,0.13845112323371486,3353.3450000000003,3352.5462857142857,3354.3055714285715,10009,True,365296223,1703745907
2025-08-18T05:24:35.886841+00:00,EURUSD,LONG,471958.1402448149,1.17055,1.1705851428571428,1.1703472857142858,10009,True,365296828,1703745908
2025-08-18T05:24:43.679012+00:00,XAUUSD,LONG,0.13767512138107668,3353.205,3352.4105714285715,3354.159142857143,10009,True,365296962,1703745909
2025-08-18T05:25:35.680892+00:00,EURUSD,LONG,487973.948718734,1.17052,1.1705534285714285,1.1703198571428572,10009,True,365297997,1703745910
2025-08-18T05:25:39.333496+00:00,XAUUSD,LONG,0.12560189175688602,3353.205,3352.347142857143,3354.254285714286,10009,True,365298053,1703745911
2025-08-18T05:26:35.311482+00:00,EURUSD,LONG,648968.8534478338,1.17052,1.1705448571428572,1.1703327142857145,10009,True,365298769,1703745912
2025-08-18T05:26:39.138319+00:00,XAUUSD,LONG,0.124406517781898,3352.115,3351.2674285714284,3353.148857142857,10009,True,365298798,1703745913
2025-08-18T05:27:35.399723+00:00,EURUSD,LONG,617161.8220281518,1.170435,1.1704602857142858,1.1702095714285714,10009,True,365299834,1703745914
2025-08-18T05:27:38.992469+00:00,XAUUSD,LONG,0.11582464142469723,3351.785,3350.8945714285715,3352.883142857143,10009,True,365299843,1703745915
2025-08-18T05:28:35.553152+00:00,EURUSD,LONG,578862.3179314095,1.17041,1.1704362857142858,1.1701705714285715,10009,True,365300485,1703745916
2025-08-18T05:28:40.692729+00:00,XAUUSD,LONG,0.10960890123645911,3352.215,3351.3022857142855,3353.346571428571,10009,True,365300511,1703745917
2025-08-18T05:29:35.548602+00:00,EURUSD,LONG,336627.50961480837,1.17041,1.1704545714285715,1.1701931428571428,10009,True,365300912,1703745918
2025-08-18T05:29:39.133295+00:00,XAUUSD,LONG,0.11228456744029981,3351.8450000000003,3350.964857142857,3352.9277142857145,10009,True,365300924,1703745919
2025-08-18T05:30:38.322244+00:00,EURUSD,LONG,303316.57017518446,1.17041,1.1704588571428571,1.1701867142857143,10009,True,365302553,1703745920
2025-08-18T05:30:42.308985+00:00,XAUUSD,LONG,0.10299438866275687,3350.415,3349.4674285714286,3351.6488571428577,10009,True,365302624,1703745921
2025-08-18T05:31:35.288867+00:00,EURUSD,LONG,553903.0378408573,1.170325,1.1703514285714285,1.1700728571428571,10009,True,365303317,1703745922
2025-08-18T05:31:40.369603+00:00,XAUUSD,LONG,0.09369837425441231,3350.8149999999996,3349.7851428571425,3352.0222857142858,10009,True,365303335,1703745923
2025-08-18T05:32:36.285531+00:00,EURUSD,LONG,285863.8940676452,1.17032,1.1703705714285715,1.170094142857143,10009,True,365304850,1703745924
2025-08-18T05:32:40.314230+00:00,XAUUSD,LONG,0.09443785825651521,3350.045,3349.0371428571425,3351.319285714286,10009,True,365304916,1703745925
2025-08-18T05:33:35.800920+00:00,EURUSD,LONG,264072.416666674,1.17025,1.170304,1.1700190000000001,10009,True,365306324,1703745926
2025-08-18T05:33:39.846410+00:00,XAUUSD,LONG,0.0879013364548185,3348.715,3347.6471428571426,3350.079285714286,10009,True,365306532,1703745927
2025-08-18T05:34:35.366161+00:00,EURUSD,LONG,77852.87203788804,1.17014,1.1699591428571428,1.1702612857142858,10009,True,365307865,1703745928
2025-08-18T05:34:39.051874+00:00,XAUUSD,LONG,0.08222486246672928,3349.075,3347.948,3350.5280000000002,10009,True,365307910,1703745929
2025-08-18T05:35:35.669603+00:00,EURUSD,LONG,222898.49324274165,1.17031,1.1703734285714287,1.1700648571428571,10009,True,365309610,1703745930
2025-08-18T05:35:39.236620+00:00,XAUUSD,LONG,0.07959646429004151,3348.635,3347.460857142857,3350.1587142857143,10009,True,365309645,1703745931
2025-08-18T05:36:35.640308+00:00,EURUSD,LONG,201882.00925898817,1.17035,1.1704194285714287,1.1700958571428572,10009,True,365310814,1703745932
2025-08-18T05:36:42.310780+00:00,XAUUSD,LONG,0.07735166047682031,3347.7349999999997,3346.542571428571,3349.3861428571427,10009,True,365310871,1703745933
2025-08-18T05:37:35.848016+00:00,EURUSD,LONG,216172.15666621047,1.17039,1.170454285714286,1.1701435714285715,10009,True,365312072,1703745934
2025-08-18T05:37:39.817075+00:00,XAUUSD,LONG,0.0719976414351438,3348.545,3347.274857142857,3350.2127142857144,10009,True,365312113,1703745935
2025-08-18T05:38:35.764833+00:00,EURUSD,LONG,315753.1677614583,1.1703199999999998,1.1703634285714286,1.170054857142857,10009,True,365313504,1703745936
2025-08-18T05:38:39.695477+00:00,XAUUSD,LONG,0.06908383913855536,3346.865,3345.564857142857,3348.577714285714,10009,True,365313669,1703745937
2025-08-18T05:39:35.269411+00:00,EURUSD,LONG,292906.50000006054,1.17035,1.170396,1.170081,10009,True,365314390,1703745938
2025-08-18T05:39:39.444077+00:00,XAUUSD,LONG,0.06367939775188723,3346.925,3345.5397142857146,3348.790428571429,10009,True,365314458,1703745939
2025-08-18T05:40:40.760328+00:00,EURUSD,LONG,64962.18934080665,1.17047,1.1702662857142856,1.1706005714285712,10009,True,365315680,1703745940
2025-08-18T05:40:44.520921+00:00,XAUUSD,LONG,0.06177579246621355,3347.1850000000004,3345.778,3349.033,10009,True,365315715,1703745941
2025-08-18T05:41:35.844713+00:00,EURUSD,LONG,69080.77702703279,1.1705299999999998,1.1703397142857141,1.1706654285714284,10009,True,365316403,1703745942
2025-08-18T05:41:39.898122+00:00,XAUUSD,LONG,0.06153905915895422,3347.9849999999997,3346.582,3349.852,10009,True,365316461,1703745943
2025-08-18T05:42:35.807539+00:00,EURUSD,LONG,69978.91087961958,1.17052,1.1703348571428571,1.1706477142857143,10009,True,365317999,1703745944
2025-08-18T05:42:39.358472+00:00,XAUUSD,LONG,0.06508501039502895,3349.3450000000003,3350.6505714285713,3347.1491428571426,10016,False,0,0
2025-08-18T05:43:35.190070+00:00,EURUSD,LONG,64694.34388641125,1.1705,1.1703037142857142,1.1706444285714286,10019,False,0,0
2025-08-18T05:43:38.702304+00:00,XAUUSD,LONG,0.06501341195831203,3348.175,3349.477142857143,3345.9842857142858,10016,False,0,0
2025-08-18T05:44:35.437763+00:00,EURUSD,LONG,157205.9416666064,1.17036,1.170437142857143,1.1700942857142858,10009,True,365319978,1703745945
2025-08-18T05:44:38.926989+00:00,XAUUSD,LONG,0.06108832584639928,3347.7250000000004,3349.0288571428573,3345.5317142857143,10016,False,0,0
2025-08-18T05:45:35.419302+00:00,EURUSD,LONG,58816.10443041506,1.17049,1.1702868571428573,1.1706447142857144,10009,True,365320962,1703745946
2025-08-18T05:45:39.002560+00:00,XAUUSD,LONG,0.058888316353879935,3347.5249999999996,3348.8571428571427,3345.2892857142856,10016,False,0,0
2025-08-18T05:46:36.733014+00:00,EURUSD,LONG,58123.9926470956,1.17056,1.1703560000000002,1.170716,10009,True,365321739,1703745947
2025-08-18T05:46:40.394367+00:00,XAUUSD,LONG,0.057992247525823354,3347.7250000000004,3349.0674285714285,3345.4738571428575,10009,True,365321849,1703745948
2025-08-18T05:47:36.886834+00:00,EURUSD,LONG,56860.247596157686,1.17061,1.170402,1.170747,10009,True,365323265,1703745949
2025-08-18T05:47:40.359182+00:00,XAUUSD,LONG,0.06092769239435683,3347.6549999999997,3348.922857142857,3345.5157142857142,10016,False,0,0
2025-08-18T05:48:35.436552+00:00,EURUSD,LONG,53200.704023005084,1.17066,1.1704362857142858,1.1707705714285714,10019,False,0,0
2025-08-18T05:48:39.432904+00:00,XAUUSD,LONG,0.06354732169519528,3347.425,3348.668857142857,3345.3217142857143,10016,False,0,0
2025-08-18T05:49:35.895286+00:00,EURUSD,LONG,64188.996559628766,1.17068,1.1704931428571428,1.1708102857142857,10019,False,0,0
2025-08-18T05:49:39.337968+00:00,XAUUSD,LONG,0.06363526388409046,3348.745,3349.9874285714286,3346.618857142857,10016,False,0,0
2025-08-18T05:50:35.672525+00:00,EURUSD,LONG,63703.18692660127,1.17066,1.1704731428571429,1.1707902857142858,10019,False,0,0
2025-08-18T05:50:39.159731+00:00,XAUUSD,LONG,0.06362045928299305,3348.075,3349.322285714286,3345.9665714285716,10016,False,0,0
2025-08-18T05:51:35.845507+00:00,EURUSD,LONG,54007.487780030475,1.170555,1.1703445714285714,1.1706831428571427,10019,False,0,0
2025-08-18T05:51:39.307437+00:00,XAUUSD,LONG,0.061876087158608956,3348.825,3350.054285714286,3346.7435714285716,10016,False,0,0
2025-08-18T05:52:35.272750+00:00,EURUSD,LONG,179417.39516127153,1.17051,1.170572,1.170242,10009,True,365329584,1703745950
2025-08-18T05:52:38.885873+00:00,XAUUSD,LONG,0.06445620264318523,3348.425,3349.56,3346.4849999999997,10016,False,0,0
2025-08-18T05:53:35.344645+00:00,EURUSD,LONG,58667.73977272781,1.17054,1.1703514285714285,1.170672857142857,10009,True,365331445,1703745951
2025-08-18T05:53:38.821979+00:00,XAUUSD,LONG,0.06853083119686479,3348.1949999999997,3349.253714285714,3346.369428571428,10016,False,0,0
2025-08-18T05:54:35.495094+00:00,EURUSD,LONG,56684.80802598847,1.170625,1.1704274285714285,1.1707338571428572,10019,False,0,0
2025-08-18T05:54:39.786300+00:00,XAUUSD,LONG,0.0680346294602108,3348.715,3349.808,3346.8379999999997,10016,False,0,0
2025-08-18T05:55:40.159683+00:00,EURUSD,LONG,252478.10234756503,1.1705299999999998,1.1705725714285715,1.1702661428571428,10019,False,0,0
2025-08-18T05:55:43.652835+00:00,XAUUSD,LONG,0.06499431757358952,3348.4849999999997,3349.6059999999998,3346.816,10016,False,0,0
2025-08-18T05:56:35.744652+00:00,EURUSD,LONG,53960.07016920484,1.17057,1.1703674285714285,1.1706738571428572,10019,False,0,0
2025-08-18T05:56:39.339954+00:00,XAUUSD,LONG,0.06101787118561503,3349.2650000000003,3348.0805714285716,3350.804142857143,10009,True,365335133,1703745952
2025-08-18T05:57:35.545513+00:00,EURUSD,LONG,63033.061915873855,1.17069,1.1705065714285714,1.170815142857143,10019,False,0,0
2025-08-18T05:57:39.953530+00:00,XAUUSD,LONG,0.06547096635032172,3350.365,3349.206,3351.891,10009,True,365336963,1703745953
2025-08-18T05:58:35.687636+00:00,EURUSD,LONG,57590.280000006336,1.1707,1.1705,1.1708,10019,False,0,0
2025-08-18T05:58:39.684584+00:00,XAUUSD,LONG,0.06881581175872113,3350.605,3349.4848571428574,3352.0477142857144,10009,True,365338474,1703745954
2025-08-18T05:59:35.572695+00:00,EURUSD,LONG,63826.278219396816,1.17068,1.1705002857142857,1.1707745714285713,10019,False,0,0
2025-08-18T05:59:39.155644+00:00,XAUUSD,LONG,0.0675034681572762,3349.955,3348.8177142857144,3351.4234285714288,10009,True,365339536,1703745955
2025-08-18T06:00:35.538470+00:00,EURUSD,LONG,66256.80917879319,1.1707299999999998,1.1705525714285714,1.1708461428571426,10009,True,365341140,1703745956
