timestamp,symbol,side,lots,entry,sl,tp,score,confluence,rr_estimate,weighted_vote,tracker_vote,retcode
2025-12-10T06:06:57.949441+00:00,GER40,LONG,0.1,23764.263400000003,23349.27142857143,23920.72768571429,6.699999999999999,5,0.3770296692142525,6.699999999999999,0.4257714077218511,10009
2025-12-10T06:10:43.993754+00:00,GER40,LONG,0.1,23764.263400000003,23348.864285714288,23921.406257142862,4.2,4,0.3782936740562577,4.2,0.20368823035970746,10009
2025-12-10T06:13:05.370651+00:00,GER40,LONG,0.1,23764.263400000003,23348.007142857143,23922.83482857143,12.7,4,0.3809466544955869,12.7,0.8802234524100204,10009
2025-12-10T06:16:56.086782+00:00,GER40,LONG,0.1,23764.263400000003,23347.685714285715,23923.37054285715,13.1,4,0.3819387075050134,13.1,0.9062860716715027,10009
2025-12-10T06:19:26.739432+00:00,GER40,LONG,0.1,23764.263400000003,23347.685714285715,23923.37054285715,11.1,4,0.3819387075050134,11.1,0.8923036453757105,10009
2025-12-10T06:23:38.151130+00:00,GER40,LONG,0.1,23764.263400000003,23347.685714285715,23923.37054285715,13.1,4,0.3819387075050134,13.1,0.9069709508854574,10009
2025-12-10T06:27:53.812966+00:00,GER40,LONG,0.1,24128.917,24110.14428571429,24135.059857142856,13.1,3,0.3272226407627537,13.1,0.9026530366882836,10009
2025-12-10T06:32:14.429110+00:00,GER40,LONG,0.1,24128.917,24109.737142857146,24135.73842857143,12.1,4,0.3556558591975007,12.1,0.766246849580852,10009
2025-12-10T06:36:00.679175+00:00,GER40,LONG,0.1,24128.917,24109.780000000002,24135.667,14.1,4,0.35271986204736483,14.1,0.9069459319119645,10009
2025-12-10T06:38:53.313270+00:00,GER40,LONG,0.1,24128.917,24109.576428571432,24136.006285714288,13.1,4,0.36654996159080566,13.1,0.7899776922841705,10009
2025-12-10T07:02:39.828277+00:00,EURUSD,SHORT,2.25,1.16343,1.1644299999999999,1.1620835714285713,3.05,3,1.3464285714287856,3.05,-0.12762286522687608,10009
2025-12-10T07:03:23.598282+00:00,USDJPY,LONG,2.49,156.692,156.52721428571428,156.96664285714286,2.6,3,1.6666666666664942,2.6,0.05173049428559976,10009
2025-12-10T07:03:51.844789+00:00,AUDUSD,LONG,2.24,0.66386545,0.66286545,0.6653118785714285,11.1,4,1.4464285714285139,11.1,0.5662828466368428,10009
2025-12-10T07:04:06.049901+00:00,XAGUSD,LONG,0.07,61.02733,60.79589285714286,61.14750857142857,13.1,5,0.5192708912015527,13.1,0.6112845350336639,10009
2025-12-10T07:06:18.656674+00:00,AUDUSD,LONG,2.23,0.66475,0.66375,0.6661964285714285,9.6,4,1.4464285714285139,9.6,0.5131307064256189,10009
2025-12-10T07:07:01.619527+00:00,USDJPY,SHORT,2.9,156.666,156.80228571428572,156.4842857142857,6.1,5,1.3333333333333333,6.1,-0.251356814290406,10009
2025-12-10T07:07:38.254994+00:00,XAGUSD,LONG,0.07,61.02733,60.79171428571429,61.154472857142856,14.1,5,0.5396195984987828,14.1,0.7148258101888004,10009
2025-12-10T07:08:43.684656+00:00,AUDUSD,SHORT,2.22,0.66386545,0.66486545,0.6624011642857143,8.6,4,1.4642857142856944,8.6,0.31672508883744727,10009
2025-12-10T07:11:00.321551+00:00,AUDUSD,SHORT,2.22,0.66386545,0.66486545,0.6624011642857143,9.6,4,1.4642857142856944,9.6,0.35570791883770697,10009
2025-12-10T07:11:11.080156+00:00,XAGUSD,LONG,0.09,61.384,61.207750000000004,61.619,13.1,6,1.3333333333333601,13.1,0.6199570314687962,10009
2025-12-10T07:13:48.581030+00:00,AUDUSD,SHORT,2.21,0.66386545,0.66486545,0.6623922357142857,9.6,4,1.4732142857142292,9.6,0.3665935009634969,10009
2025-12-10T07:13:58.663263+00:00,USDJPY,SHORT,2.44,156.662,156.82678571428573,156.38735714285716,7.1,6,1.6666666666664942,7.1,-0.35428366493313473,10009
2025-12-10T07:14:17.705304+00:00,XAGUSD,LONG,0.01,58.51788,57.33707142857143,58.91609428571428,10.1,5,0.33723864760950417,10.1,0.5278817296388901,10009
2025-12-10T07:16:41.725924+00:00,USDJPY,SHORT,2.45,156.655,156.81978571428573,156.549,2.6,4,0.6432596445599494,2.6,-0.0635939345545286,10009
2025-12-10T07:17:08.633141+00:00,AUDUSD,SHORT,2.2,0.66386545,0.66486545,0.6623850928571429,9.6,4,1.4803571428571014,9.6,0.3660063195041878,10009
2025-12-10T07:17:54.451313+00:00,XAGUSD,LONG,0.17,61.382,61.300892857142856,61.49014285714286,14.1,6,1.3333333333333626,14.1,0.7389931849274967,10009
2025-12-10T07:19:46.238051+00:00,AUDUSD,SHORT,2.22,0.66386545,0.66486545,0.66237795,9.6,4,1.4874999999999736,9.6,0.25939675891490305,10009
2025-12-10T07:20:18.842433+00:00,USDJPY,SHORT,2.44,155.631675,155.79699642857142,155.35613928571428,4.1,4,1.6666666666668386,4.1,-0.14409015576166162,10009
2025-12-10T07:21:04.787473+00:00,XAGUSD,LONG,0.08,61.482,61.29825,61.727,17.1,6,1.3333333333333461,17.1,0.7634755015237591,10009
2025-12-10T07:22:18.785480+00:00,AUDUSD,SHORT,2.19,0.66386545,0.66486545,0.6623743785714286,9.6,4,1.4910714285714097,9.6,0.2601875714603162,10009
2025-12-10T07:23:19.786552+00:00,XAGUSD,LONG,0.01,58.51788,57.33739285714286,58.91555857142857,16.1,5,0.33687666471831934,16.1,0.7562696778723874,10009
2025-12-10T07:24:34.916297+00:00,USDJPY,SHORT,2.43,156.666,156.8313214285714,156.39046428571427,5.1,5,1.6666666666668386,5.1,-0.10027289677445382,10009
2025-12-10T07:26:10.770584+00:00,XAGUSD,LONG,0.09,61.478,61.301321428571434,61.71357142857143,15.1,6,1.3333333333333468,15.1,0.6756665754748081,10009
2025-12-10T07:26:47.752300+00:00,AUDUSD,LONG,2.17,0.66386545,0.66286545,0.6653565214285714,9.6,3,1.4910714285714097,9.6,0.5262644867529797,10009
2025-12-10T07:27:39.931201+00:00,USDJPY,LONG,0.31,155.631675,154.17267857142858,155.90721071428572,5.1,3,0.18885290525043585,5.1,0.3125,10009
2025-12-10T07:29:08.916707+00:00,XAGUSD,LONG,0.03,61.482,60.93396428571428,61.535714285714285,15.1,6,0.09801238188334849,15.1,0.6817179526353934,10009
2025-12-10T07:29:27.663377+00:00,AUDUSD,LONG,2.15,0.66386545,0.66286545,0.6653565214285714,9.6,3,1.4910714285714097,9.6,0.5270287363393584,10009
2025-12-10T07:31:43.126614+00:00,USDJPY,LONG,2.35,156.689,156.52367857142858,156.96453571428572,4.1,3,1.6666666666668386,4.1,0.27496681123328626,10009
2025-12-10T07:32:37.329792+00:00,XAGUSD,LONG,0.03,61.461,60.91296428571428,62.37439285714286,17.1,4,1.6666666666666623,17.1,0.8367142522875536,10009
2025-12-10T07:34:37.388246+00:00,USDJPY,LONG,2.32,156.694,156.52771428571427,156.80414285714284,6.1,3,0.662371134020533,6.1,0.4008066715135492,10009
2025-12-10T07:37:48.513191+00:00,USDJPY,LONG,0.3,155.631675,154.16764285714285,155.91560357142856,2.6,2,0.19393602306740113,2.6,0.26971702783074747,10009
2025-12-10T12:01:30.491824+00:00,NAS100,SHORT,0.01,25670.89,25725.211428571427,25598.461428571427,9.1,5,1.333333333333378,9.1,-0.44091735311660063,10009
2025-12-10T12:04:34.550883+00:00,NAS100,SHORT,0.01,25653.39,25716.025714285715,25575.095357142858,8.1,4,1.2499999999999418,8.1,-0.6747128373513943,10009
2025-12-10T12:07:23.239083+00:00,NAS100,SHORT,0.01,25654.89,25718.954285714284,25574.80964285714,8.1,4,1.2500000000000426,8.1,-0.6825321363621297,10009
2025-12-10T12:09:33.867315+00:00,NAS100,SHORT,0.01,25656.64,25720.704285714284,25576.55964285714,8.1,4,1.2500000000000426,8.1,-0.6901873967650087,10009
2025-12-10T12:12:46.374343+00:00,NAS100,SHORT,0.03,25651.39,25676.425714285713,25620.095357142858,9.1,4,1.2499999999999636,9.1,-0.705275235010407,10009
2025-12-10T12:15:51.951342+00:00,NAS100,SHORT,0.01,25650.14,25714.204285714284,25570.05964285714,11.1,4,1.2500000000000426,11.1,-0.7602625635602407,10009
2025-12-10T12:19:24.172932+00:00,NAS100,SHORT,0.09,25648.14,25656.765,25636.64,12.1,5,1.3333333333333333,12.1,-0.7738258252635976,10009
2025-12-10T12:22:39.096797+00:00,NAS100,SHORT,0.1,25649.64,25657.113214285713,25639.675714285713,12.1,5,1.3333333333334956,12.1,-0.7772334522472046,10009
2025-12-10T12:25:26.328768+00:00,NAS100,SHORT,0.11,25649.89,25656.988214285713,25640.425714285713,12.1,5,1.3333333333335042,12.1,-0.7785192488255411,10009
2025-12-10T12:28:56.559240+00:00,NAS100,SHORT,0.01,25651.64,25715.704285714284,25571.55964285714,8.1,4,1.2500000000000426,8.1,-0.7089459458031436,10009
