timestamp,symbol,side,lots,entry,sl,tp,score,confluence,rr_estimate,weighted_vote,tracker_vote,retcode
2025-12-19T06:02:55.189585+00:00,ADAUSD,SHORT,0.47000000000000003,0.3578,0.3671535714285714,0.3422107142857143,7.1,5,1.6666666666666687,7.1,-0.2709406364155906,10009
2025-12-19T06:03:57.354268+00:00,SP500,SHORT,2.4,6779.43,6803.021785714285,6740.110357142858,8.1,6,1.6666666666666796,8.1,-0.37229884925678863,10009
2025-12-19T06:06:22.505443+00:00,SOLUSD,SHORT,1.57,122.2,125.55464285714285,116.60892857142858,5.5,5,1.6666666666666694,5.5,-0.3090412883376596,10009
2025-12-19T07:02:52.322752+00:00,EURUSD,SHORT,0.13,1.17192,1.1729228571428574,1.1702485714285715,5.5,4,1.6666666666663714,5.5,-0.4457439556732401,10009
2025-12-19T07:05:16.512209+00:00,SP500,LONG,22.61,6780.43705,6778.192857142858,6784.16562142857,9.7,5,1.6614309312602902,9.7,0.6167704550144016,10009
2025-12-19T07:12:21.190353+00:00,XAUUSD,LONG,0.3,4326.75,4324.772142857143,4330.705714285715,8.1,4,2.0000000000004596,8.1,0.7044498257547414,10009
2025-12-19T07:58:33.823652+00:00,ADAUSD,LONG,0.51,0.3631,0.35503214285714285,0.37654642857142856,5.6,5,1.6666666666666712,5.6,0.14688179048032884,10009
2025-12-19T07:58:46.194547+00:00,SOLUSD,LONG,1.72,124.14,121.14750000000001,129.1275,6.1,4,1.6666666666666698,6.1,0.473658414378765,10009
2025-12-19T16:34:56.071557+00:00,BTCUSD,LONG,0.1,88665.55,88215.55535714286,89565.53928571429,13.1,4,2.0,13.1,0.8971588652077829,10009
2025-12-19T16:51:37.381075+00:00,USDJPY,LONG,0.06,157.25753000000003,156.86964285714285,158.0677085714286,12.7,5,2.088696638565487,12.7,0.6124288882720994,10009
2025-12-19T16:52:17.300070+00:00,SP500,LONG,2.57,6832.31,6809.710357142858,6869.976071428571,9.7,4,1.6666666666666667,9.7,0.4036341889862125,10009
2025-12-19T16:55:46.102674+00:00,XAUUSD,LONG,0.04,4346.19,4331.07,4371.389999999999,10.7,5,1.6666666666666667,10.7,0.6293912583580595,10009
2025-12-19T17:02:52.101689+00:00,SOLUSD,SHORT,2.41,125.21,127.35821428571427,121.62964285714285,6.199999999999999,5,1.6666666666666732,6.199999999999999,-0.4624341671722326,10009
2025-12-19T20:35:48.537686+00:00,SP500,LONG,2.57,6839.56,6817.098571428572,6876.995714285715,12.1,4,1.6666666666666532,12.1,0.6325141206260775,10009
2025-12-19T20:37:13.170602+00:00,UK100,LONG,1.9100000000000001,9925.215,9894.89357142857,9975.750714285714,9.1,4,1.6666666666666066,9.1,0.46018147556733535,10009
2025-12-19T20:43:03.893407+00:00,SOLUSD,LONG,2.16,126.73,124.32142857142858,130.74428571428572,9.5,5,1.6666666666666745,9.5,0.5375305806416414,10009
