timestamp,symbol,side,lots,entry,sl,tp,score,confluence,rr_estimate,weighted_vote,tracker_vote,retcode
2026-03-17T06:00:24.051184+00:00,SP500,SHORT,1.0,6671.8,6693.390357142857,6628.619285714286,6.5,3,2.0,6.5,-0.875,10009
2026-03-17T06:02:39.171194+00:00,BNBUSD,SHORT,1.0,677.8762,685.3301285714285,665.4529857142858,3.55,3,1.6666666666666818,3.55,-0.4018273556192187,10009
2026-03-17T06:11:36.697017+00:00,SOLUSD,LONG,5.0,90.79724999999999,89.14296428571429,93.55439285714284,4.2,4,1.6666666666666723,4.2,0.31168624714030824,10009
2026-03-17T08:43:35.687544+00:00,BTCUSD,LONG,0.1,72836.93350000001,71888.74921428572,74417.24064285716,4.7299999999999995,4,1.6666666666666565,4.7299999999999995,0.681844240539734,10009
2026-03-17T13:52:24.070036+00:00,SP500,LONG,1.0,6686.153249999999,6659.705249999999,6727.478249999999,8.1,3,1.5624999999999742,8.1,0.8472474297866487,10009
2026-03-17T13:52:51.918978+00:00,NAS100,LONG,1.0,24617.655,24498.734999999997,24803.4675,8.1,3,1.5624999999999751,8.1,0.8513455853527893,10009
2026-03-17T13:53:13.574636+00:00,USDJPY,SHORT,1.0,159.07832000000002,159.224065,158.71395750000008,9.1,4,2.5,9.1,-0.8490787105669888,10009
2026-03-17T13:53:15.593260+00:00,AUDUSD,LONG,1.0,0.7086058500000001,0.7060778500000001,0.7131201357142858,4.1,3,1.7857142857142951,4.1,0.07876474069291603,10009
2026-03-17T13:57:27.738388+00:00,SOLUSD,LONG,5.0,90.79724999999999,89.2640357142857,93.35260714285714,4.1,4,1.6666666666666605,4.1,0.33530834755559413,10009
2026-03-17T15:00:24.057085+00:00,SP500,LONG,1.0,6686.153249999999,6659.842392857142,6727.263964285714,7.1,3,1.5624999999999891,7.1,0.6694121488023329,10009
2026-03-17T15:00:38.472880+00:00,BNBUSD,SHORT,1.0,675.52855,681.9581928571429,664.8124785714285,4.489999999999999,3,1.6666666666666667,4.489999999999999,-0.4573839486414012,10009
2026-03-17T15:01:29.978802+00:00,BTCUSD,LONG,0.1,74014.6525,73305.75087,75786.90657499997,5.329999999999999,4,2.49999999999999,5.329999999999999,0.8559499872100266,10009
