timestamp,symbol,side,lots,entry,sl,tp,score,confluence,rr_estimate,weighted_vote,tracker_vote,retcode
2025-12-12T06:00:23.489381+00:00,GER40,LONG,0.1,24400.0535,24388.965714285714,24410.660642857147,17.700000000000003,4,0.9566511412171815,17.700000000000003,0.9075827212116175,10009
2025-12-12T06:04:22.338912+00:00,GER40,LONG,0.1,24400.0535,24388.933571428573,24410.714214285716,17.700000000000003,4,0.9587034860192841,17.700000000000003,0.9087381408724574,10009
2025-12-12T06:07:44.684058+00:00,GER40,LONG,0.1,24400.0535,24389.030000000002,24410.5535,17.700000000000003,4,0.9525105456525276,17.700000000000003,0.9097300827761319,10009
2025-12-12T06:11:01.053800+00:00,GER40,LONG,0.1,24400.0535,24388.087142857144,24412.124928571433,18.700000000000003,5,1.008780569334468,18.700000000000003,0.9140650218661304,10009
2025-12-12T06:14:21.421616+00:00,GER40,LONG,0.1,24400.0535,24387.57285714286,24412.982071428574,18.700000000000003,5,1.0358898637319232,18.700000000000003,0.9149277937637672,10009
2025-12-12T06:17:34.467219+00:00,GER40,LONG,0.1,24400.0535,24388.783571428572,24410.964214285716,17.700000000000003,4,0.9681263032467974,17.700000000000003,0.9113709815429225,10009
2025-12-12T06:21:09.328958+00:00,GER40,LONG,0.1,24400.0535,24389.662142857145,24409.49992857143,16.700000000000003,4,0.909065913293277,16.700000000000003,0.9067223546784127,10009
2025-12-12T06:24:25.018536+00:00,GER40,LONG,0.1,24400.0535,24392.008571428574,24405.589214285716,13.7,4,0.6880998677072706,13.7,0.6506185379600554,10009
2025-12-12T06:27:46.841988+00:00,GER40,LONG,0.1,24400.0535,24392.80142857143,24518.10707142857,14.7,4,16.27860020289814,14.7,0.8030427892079968,10009
2025-12-12T06:31:13.292858+00:00,GER40,LONG,0.1,24171.34725,23951.103214285715,24232.39189285714,12.7,5,0.27716819962531314,12.7,0.6426758858573053,10009
2025-12-12T07:00:38.903800+00:00,AUDUSD,LONG,0.19,0.6532595000000001,0.6390692857142857,0.6582273571428573,2.2,3,0.35009035401660077,2.2,0.021760694904302148,10009
2025-12-12T07:01:15.145897+00:00,EURUSD,LONG,2.07,1.17381,1.1727557142857143,1.1752157142857143,7.249999999999998,4,1.3333333333333333,7.249999999999998,0.4641814180527443,10009
2025-12-12T07:01:57.442000+00:00,USDJPY,LONG,1.83,155.681,155.46339285714288,155.97114285714287,7.1,4,1.3333333333333768,7.1,0.45920724624013437,10009
2025-12-12T07:02:15.856193+00:00,XAGUSD,LONG,0.03,63.589,63.154964285714286,64.16771428571428,9.7,6,1.3333333333333333,9.7,0.46881817940603504,10009
