date,trades,realized,swap,commission,net,win_rate
2025-10-29,486,-53.24000000000001,0.0,0.0,-53.24000000000001,0.19753086419753085
2025-10-30,44,-99.63,-2.8999999999999995,0.0,-102.53,0.2727272727272727
2025-10-31,35,236.51000000000002,2.5200000000000005,0.0,239.03,0.7714285714285715
