date,trades,realized,swap,commission,net,win_rate
2025-10-28,403,311.59,0.0,0.0,311.59,0.228287841191067
2025-10-29,572,-440.04,-9.04,0.0,-449.08,0.18181818181818182
2025-10-30,76,170.84,0.4200000000000013,0.0,171.26,0.5263157894736842
2025-10-31,42,309.78000000000003,3.99,0.0,313.77000000000004,0.8095238095238095
