date,trades,realized,swap,commission,net,win_rate
2025-10-20,512,-219.68000000000004,0.0,0.0,-219.68000000000004,0.2890625
2025-10-21,450,687.31,-2.7600000000000002,0.0,684.5500000000001,0.3
2025-10-22,202,85.31999999999998,-7.73,0.0,77.59,0.2376237623762376
2025-10-23,431,-71.42999999999999,-5.11,0.0,-76.53999999999999,0.2853828306264501
2025-10-24,450,204.62,0.9600000000000002,0.0,205.58000000000004,0.2822222222222222
2025-10-25,126,39.28,-4.19,0.0,35.09,0.36507936507936506
2025-10-26,356,240.61999999999998,-1.4100000000000001,0.0,239.20999999999998,0.33146067415730335
